patient_zip,county,organism,drug,n_tested,n_susceptible,pct_susceptible,window_start,window_end
84097,Utah,Staphylococcus aureus,Doxycycline,9,9,100.0,2026-03-31,2026-04-30
84097,Utah,Staphylococcus aureus,Oxacillin,9,9,100.0,2026-03-31,2026-04-30
84097,Utah,Staphylococcus aureus,TMP-SMX,9,9,100.0,2026-03-31,2026-04-30
84097,Utah,Staphylococcus aureus,Vancomycin,9,9,100.0,2026-03-31,2026-04-30
84097,Utah,Streptococcus pneumoniae,Amoxicillin,4,4,100.0,2026-03-31,2026-04-30
84097,Utah,Streptococcus pneumoniae,Azithromycin,4,3,75.0,2026-03-31,2026-04-30
84097,Utah,Streptococcus pneumoniae,Ceftriaxone,4,3,75.0,2026-03-31,2026-04-30
84097,Utah,Streptococcus pneumoniae,Doxycycline,4,3,75.0,2026-03-31,2026-04-30
84097,Utah,Streptococcus pneumoniae,Levofloxacin,4,4,100.0,2026-03-31,2026-04-30
84097,Utah,Streptococcus pneumoniae,Penicillin,4,3,75.0,2026-03-31,2026-04-30
84101,Salt Lake,Enterococcus species,Ampicillin,2,2,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Enterococcus species,Linezolid,2,2,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Enterococcus species,Nitrofurantoin,2,1,50.0,2026-03-31,2026-04-30
84101,Salt Lake,Enterococcus species,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,15,8,53.3,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,Ampicillin,15,3,20.0,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,Ceftriaxone,15,14,93.3,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,Ciprofloxacin,15,9,60.0,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,Fosfomycin,15,13,86.7,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,Nitrofurantoin,15,14,93.3,2026-03-31,2026-04-30
84101,Salt Lake,Escherichia coli,TMP-SMX,15,9,60.0,2026-03-31,2026-04-30
84101,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,5,1,20.0,2026-03-31,2026-04-30
84101,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Klebsiella pneumoniae,Ertapenem,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,5,2,40.0,2026-03-31,2026-04-30
84101,Salt Lake,MRSA,Clindamycin,1,0,0.0,2026-03-31,2026-04-30
84101,Salt Lake,MRSA,Doxycycline,1,0,0.0,2026-03-31,2026-04-30
84101,Salt Lake,MRSA,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84101,Salt Lake,MRSA,TMP-SMX,1,0,0.0,2026-03-31,2026-04-30
84101,Salt Lake,MRSA,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Pseudomonas aeruginosa,Cefepime,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,5,4,80.0,2026-03-31,2026-04-30
84101,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,5,4,80.0,2026-03-31,2026-04-30
84101,Salt Lake,Pseudomonas aeruginosa,Meropenem,5,3,60.0,2026-03-31,2026-04-30
84101,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,5,3,60.0,2026-03-31,2026-04-30
84101,Salt Lake,Staphylococcus aureus,Cephalexin,5,4,80.0,2026-03-31,2026-04-30
84101,Salt Lake,Staphylococcus aureus,Clindamycin,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Staphylococcus aureus,Doxycycline,5,3,60.0,2026-03-31,2026-04-30
84101,Salt Lake,Staphylococcus aureus,Oxacillin,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Staphylococcus aureus,TMP-SMX,5,5,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Staphylococcus aureus,Vancomycin,5,4,80.0,2026-03-31,2026-04-30
84101,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84101,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,1,50.0,2026-03-31,2026-04-30
84101,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,1,50.0,2026-03-31,2026-04-30
84101,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84101,Salt Lake,Streptococcus pneumoniae,Penicillin,2,1,50.0,2026-03-31,2026-04-30
84102,Salt Lake,Enterococcus species,Ampicillin,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Enterococcus species,Linezolid,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Enterococcus species,Nitrofurantoin,4,2,50.0,2026-03-31,2026-04-30
84102,Salt Lake,Enterococcus species,Vancomycin,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,23,15,65.2,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,Ampicillin,23,9,39.1,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,Ceftriaxone,23,19,82.6,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,Ciprofloxacin,23,15,65.2,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,Fosfomycin,23,21,91.3,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,Nitrofurantoin,23,18,78.3,2026-03-31,2026-04-30
84102,Salt Lake,Escherichia coli,TMP-SMX,23,18,78.3,2026-03-31,2026-04-30
84102,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,4,2,50.0,2026-03-31,2026-04-30
84102,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,4,4,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Klebsiella pneumoniae,Ertapenem,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,4,1,25.0,2026-03-31,2026-04-30
84102,Salt Lake,MRSA,Clindamycin,5,2,40.0,2026-03-31,2026-04-30
84102,Salt Lake,MRSA,Doxycycline,5,5,100.0,2026-03-31,2026-04-30
84102,Salt Lake,MRSA,Linezolid,5,4,80.0,2026-03-31,2026-04-30
84102,Salt Lake,MRSA,TMP-SMX,5,5,100.0,2026-03-31,2026-04-30
84102,Salt Lake,MRSA,Vancomycin,5,4,80.0,2026-03-31,2026-04-30
84102,Salt Lake,Pseudomonas aeruginosa,Cefepime,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,4,4,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Pseudomonas aeruginosa,Meropenem,4,3,75.0,2026-03-31,2026-04-30
84102,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,4,4,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Staphylococcus aureus,Cephalexin,5,5,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Staphylococcus aureus,Clindamycin,5,2,40.0,2026-03-31,2026-04-30
84102,Salt Lake,Staphylococcus aureus,Doxycycline,5,5,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Staphylococcus aureus,Oxacillin,5,4,80.0,2026-03-31,2026-04-30
84102,Salt Lake,Staphylococcus aureus,TMP-SMX,5,4,80.0,2026-03-31,2026-04-30
84102,Salt Lake,Staphylococcus aureus,Vancomycin,5,5,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,2,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84102,Salt Lake,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Enterococcus species,Ampicillin,9,8,88.9,2026-03-31,2026-04-30
84103,Salt Lake,Enterococcus species,Linezolid,9,9,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Enterococcus species,Nitrofurantoin,9,7,77.8,2026-03-31,2026-04-30
84103,Salt Lake,Enterococcus species,Vancomycin,9,8,88.9,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,21,11,52.4,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,Ampicillin,21,5,23.8,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,Ceftriaxone,21,18,85.7,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,Ciprofloxacin,21,17,81.0,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,Fosfomycin,21,21,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,Nitrofurantoin,21,16,76.2,2026-03-31,2026-04-30
84103,Salt Lake,Escherichia coli,TMP-SMX,21,16,76.2,2026-03-31,2026-04-30
84103,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,4,4,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,4,4,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,4,3,75.0,2026-03-31,2026-04-30
84103,Salt Lake,Klebsiella pneumoniae,Ertapenem,4,3,75.0,2026-03-31,2026-04-30
84103,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,4,1,25.0,2026-03-31,2026-04-30
84103,Salt Lake,MRSA,Clindamycin,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,MRSA,Doxycycline,2,1,50.0,2026-03-31,2026-04-30
84103,Salt Lake,MRSA,Linezolid,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,MRSA,TMP-SMX,2,1,50.0,2026-03-31,2026-04-30
84103,Salt Lake,MRSA,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Pseudomonas aeruginosa,Cefepime,6,3,50.0,2026-03-31,2026-04-30
84103,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,6,3,50.0,2026-03-31,2026-04-30
84103,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,6,5,83.3,2026-03-31,2026-04-30
84103,Salt Lake,Pseudomonas aeruginosa,Meropenem,6,4,66.7,2026-03-31,2026-04-30
84103,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,6,5,83.3,2026-03-31,2026-04-30
84103,Salt Lake,Staphylococcus aureus,Cephalexin,7,6,85.7,2026-03-31,2026-04-30
84103,Salt Lake,Staphylococcus aureus,Clindamycin,7,5,71.4,2026-03-31,2026-04-30
84103,Salt Lake,Staphylococcus aureus,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84103,Salt Lake,Staphylococcus aureus,Oxacillin,7,7,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Staphylococcus aureus,TMP-SMX,7,6,85.7,2026-03-31,2026-04-30
84103,Salt Lake,Staphylococcus aureus,Vancomycin,7,7,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84103,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,1,50.0,2026-03-31,2026-04-30
84103,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84103,Salt Lake,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Enterococcus species,Ampicillin,3,1,33.3,2026-03-31,2026-04-30
84104,Salt Lake,Enterococcus species,Linezolid,3,3,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Enterococcus species,Nitrofurantoin,3,2,66.7,2026-03-31,2026-04-30
84104,Salt Lake,Enterococcus species,Vancomycin,3,2,66.7,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,32,19,59.4,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,Ampicillin,32,16,50.0,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,Ceftriaxone,32,29,90.6,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,Ciprofloxacin,32,23,71.9,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,Fosfomycin,32,28,87.5,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,Nitrofurantoin,32,30,93.8,2026-03-31,2026-04-30
84104,Salt Lake,Escherichia coli,TMP-SMX,32,26,81.2,2026-03-31,2026-04-30
84104,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,5,3,60.0,2026-03-31,2026-04-30
84104,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,5,3,60.0,2026-03-31,2026-04-30
84104,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,5,4,80.0,2026-03-31,2026-04-30
84104,Salt Lake,Klebsiella pneumoniae,Ertapenem,5,4,80.0,2026-03-31,2026-04-30
84104,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,5,3,60.0,2026-03-31,2026-04-30
84104,Salt Lake,MRSA,Clindamycin,5,3,60.0,2026-03-31,2026-04-30
84104,Salt Lake,MRSA,Doxycycline,5,5,100.0,2026-03-31,2026-04-30
84104,Salt Lake,MRSA,Linezolid,5,5,100.0,2026-03-31,2026-04-30
84104,Salt Lake,MRSA,TMP-SMX,5,4,80.0,2026-03-31,2026-04-30
84104,Salt Lake,MRSA,Vancomycin,5,5,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Pseudomonas aeruginosa,Cefepime,7,7,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,7,6,85.7,2026-03-31,2026-04-30
84104,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,7,4,57.1,2026-03-31,2026-04-30
84104,Salt Lake,Pseudomonas aeruginosa,Meropenem,7,7,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,7,7,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Staphylococcus aureus,Cephalexin,6,6,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Staphylococcus aureus,Clindamycin,6,5,83.3,2026-03-31,2026-04-30
84104,Salt Lake,Staphylococcus aureus,Doxycycline,6,5,83.3,2026-03-31,2026-04-30
84104,Salt Lake,Staphylococcus aureus,Oxacillin,6,6,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Staphylococcus aureus,TMP-SMX,6,5,83.3,2026-03-31,2026-04-30
84104,Salt Lake,Staphylococcus aureus,Vancomycin,6,5,83.3,2026-03-31,2026-04-30
84104,Salt Lake,Streptococcus pneumoniae,Amoxicillin,3,3,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Streptococcus pneumoniae,Azithromycin,3,1,33.3,2026-03-31,2026-04-30
84104,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Streptococcus pneumoniae,Doxycycline,3,1,33.3,2026-03-31,2026-04-30
84104,Salt Lake,Streptococcus pneumoniae,Levofloxacin,3,3,100.0,2026-03-31,2026-04-30
84104,Salt Lake,Streptococcus pneumoniae,Penicillin,3,2,66.7,2026-03-31,2026-04-30
84105,Salt Lake,Enterococcus species,Ampicillin,9,5,55.6,2026-03-31,2026-04-30
84105,Salt Lake,Enterococcus species,Linezolid,9,7,77.8,2026-03-31,2026-04-30
84105,Salt Lake,Enterococcus species,Nitrofurantoin,9,7,77.8,2026-03-31,2026-04-30
84105,Salt Lake,Enterococcus species,Vancomycin,9,8,88.9,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,26,17,65.4,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,Ampicillin,26,7,26.9,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,Ceftriaxone,26,17,65.4,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,Ciprofloxacin,26,17,65.4,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,Fosfomycin,26,19,73.1,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,Nitrofurantoin,26,22,84.6,2026-03-31,2026-04-30
84105,Salt Lake,Escherichia coli,TMP-SMX,26,20,76.9,2026-03-31,2026-04-30
84105,Salt Lake,Haemophilus influenzae,Amoxicillin,1,1,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Haemophilus influenzae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Haemophilus influenzae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Haemophilus influenzae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,8,7,87.5,2026-03-31,2026-04-30
84105,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,8,6,75.0,2026-03-31,2026-04-30
84105,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,8,8,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Klebsiella pneumoniae,Ertapenem,8,7,87.5,2026-03-31,2026-04-30
84105,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,8,5,62.5,2026-03-31,2026-04-30
84105,Salt Lake,MRSA,Clindamycin,3,2,66.7,2026-03-31,2026-04-30
84105,Salt Lake,MRSA,Doxycycline,3,2,66.7,2026-03-31,2026-04-30
84105,Salt Lake,MRSA,Linezolid,3,3,100.0,2026-03-31,2026-04-30
84105,Salt Lake,MRSA,TMP-SMX,3,3,100.0,2026-03-31,2026-04-30
84105,Salt Lake,MRSA,Vancomycin,3,3,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Pseudomonas aeruginosa,Cefepime,3,1,33.3,2026-03-31,2026-04-30
84105,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,3,2,66.7,2026-03-31,2026-04-30
84105,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,3,2,66.7,2026-03-31,2026-04-30
84105,Salt Lake,Pseudomonas aeruginosa,Meropenem,3,2,66.7,2026-03-31,2026-04-30
84105,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,3,3,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Staphylococcus aureus,Cephalexin,6,5,83.3,2026-03-31,2026-04-30
84105,Salt Lake,Staphylococcus aureus,Clindamycin,6,4,66.7,2026-03-31,2026-04-30
84105,Salt Lake,Staphylococcus aureus,Doxycycline,6,5,83.3,2026-03-31,2026-04-30
84105,Salt Lake,Staphylococcus aureus,Oxacillin,6,6,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Staphylococcus aureus,TMP-SMX,6,6,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Staphylococcus aureus,Vancomycin,6,6,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Streptococcus pneumoniae,Amoxicillin,4,2,50.0,2026-03-31,2026-04-30
84105,Salt Lake,Streptococcus pneumoniae,Azithromycin,4,1,25.0,2026-03-31,2026-04-30
84105,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,4,4,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Streptococcus pneumoniae,Doxycycline,4,2,50.0,2026-03-31,2026-04-30
84105,Salt Lake,Streptococcus pneumoniae,Levofloxacin,4,4,100.0,2026-03-31,2026-04-30
84105,Salt Lake,Streptococcus pneumoniae,Penicillin,4,3,75.0,2026-03-31,2026-04-30
84106,Salt Lake,Enterococcus species,Ampicillin,9,6,66.7,2026-03-31,2026-04-30
84106,Salt Lake,Enterococcus species,Linezolid,9,8,88.9,2026-03-31,2026-04-30
84106,Salt Lake,Enterococcus species,Nitrofurantoin,9,7,77.8,2026-03-31,2026-04-30
84106,Salt Lake,Enterococcus species,Vancomycin,9,8,88.9,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,38,25,65.8,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,Ampicillin,38,11,28.9,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,Ceftriaxone,38,29,76.3,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,Ciprofloxacin,38,27,71.1,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,Fosfomycin,38,36,94.7,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,Nitrofurantoin,38,31,81.6,2026-03-31,2026-04-30
84106,Salt Lake,Escherichia coli,TMP-SMX,38,30,78.9,2026-03-31,2026-04-30
84106,Salt Lake,Haemophilus influenzae,Amoxicillin,5,4,80.0,2026-03-31,2026-04-30
84106,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,5,5,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Haemophilus influenzae,Azithromycin,5,4,80.0,2026-03-31,2026-04-30
84106,Salt Lake,Haemophilus influenzae,Ceftriaxone,5,4,80.0,2026-03-31,2026-04-30
84106,Salt Lake,Haemophilus influenzae,Doxycycline,5,5,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,7,7,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,7,6,85.7,2026-03-31,2026-04-30
84106,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,7,5,71.4,2026-03-31,2026-04-30
84106,Salt Lake,Klebsiella pneumoniae,Ertapenem,7,6,85.7,2026-03-31,2026-04-30
84106,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,7,4,57.1,2026-03-31,2026-04-30
84106,Salt Lake,MRSA,Clindamycin,3,1,33.3,2026-03-31,2026-04-30
84106,Salt Lake,MRSA,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84106,Salt Lake,MRSA,Linezolid,3,2,66.7,2026-03-31,2026-04-30
84106,Salt Lake,MRSA,TMP-SMX,3,2,66.7,2026-03-31,2026-04-30
84106,Salt Lake,MRSA,Vancomycin,3,3,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Pseudomonas aeruginosa,Cefepime,8,6,75.0,2026-03-31,2026-04-30
84106,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,8,6,75.0,2026-03-31,2026-04-30
84106,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,8,3,37.5,2026-03-31,2026-04-30
84106,Salt Lake,Pseudomonas aeruginosa,Meropenem,8,7,87.5,2026-03-31,2026-04-30
84106,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,8,6,75.0,2026-03-31,2026-04-30
84106,Salt Lake,Staphylococcus aureus,Cephalexin,8,7,87.5,2026-03-31,2026-04-30
84106,Salt Lake,Staphylococcus aureus,Clindamycin,8,7,87.5,2026-03-31,2026-04-30
84106,Salt Lake,Staphylococcus aureus,Doxycycline,8,5,62.5,2026-03-31,2026-04-30
84106,Salt Lake,Staphylococcus aureus,Oxacillin,8,5,62.5,2026-03-31,2026-04-30
84106,Salt Lake,Staphylococcus aureus,TMP-SMX,8,8,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Staphylococcus aureus,Vancomycin,8,7,87.5,2026-03-31,2026-04-30
84106,Salt Lake,Streptococcus pneumoniae,Amoxicillin,4,3,75.0,2026-03-31,2026-04-30
84106,Salt Lake,Streptococcus pneumoniae,Azithromycin,4,2,50.0,2026-03-31,2026-04-30
84106,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,4,4,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Streptococcus pneumoniae,Doxycycline,4,2,50.0,2026-03-31,2026-04-30
84106,Salt Lake,Streptococcus pneumoniae,Levofloxacin,4,4,100.0,2026-03-31,2026-04-30
84106,Salt Lake,Streptococcus pneumoniae,Penicillin,4,2,50.0,2026-03-31,2026-04-30
84107,Salt Lake,Enterococcus species,Ampicillin,12,5,41.7,2026-03-31,2026-04-30
84107,Salt Lake,Enterococcus species,Linezolid,12,12,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Enterococcus species,Nitrofurantoin,12,10,83.3,2026-03-31,2026-04-30
84107,Salt Lake,Enterococcus species,Vancomycin,12,9,75.0,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,31,19,61.3,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,Ampicillin,31,10,32.3,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,Ceftriaxone,31,29,93.5,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,Ciprofloxacin,31,17,54.8,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,Fosfomycin,31,27,87.1,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,Nitrofurantoin,31,29,93.5,2026-03-31,2026-04-30
84107,Salt Lake,Escherichia coli,TMP-SMX,31,24,77.4,2026-03-31,2026-04-30
84107,Salt Lake,Haemophilus influenzae,Amoxicillin,1,0,0.0,2026-03-31,2026-04-30
84107,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Haemophilus influenzae,Azithromycin,1,0,0.0,2026-03-31,2026-04-30
84107,Salt Lake,Haemophilus influenzae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Haemophilus influenzae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,12,7,58.3,2026-03-31,2026-04-30
84107,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,12,12,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,12,9,75.0,2026-03-31,2026-04-30
84107,Salt Lake,Klebsiella pneumoniae,Ertapenem,12,11,91.7,2026-03-31,2026-04-30
84107,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,12,3,25.0,2026-03-31,2026-04-30
84107,Salt Lake,MRSA,Clindamycin,7,5,71.4,2026-03-31,2026-04-30
84107,Salt Lake,MRSA,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84107,Salt Lake,MRSA,Linezolid,7,7,100.0,2026-03-31,2026-04-30
84107,Salt Lake,MRSA,TMP-SMX,7,7,100.0,2026-03-31,2026-04-30
84107,Salt Lake,MRSA,Vancomycin,7,7,100.0,2026-03-31,2026-04-30
84107,Salt Lake,Pseudomonas aeruginosa,Cefepime,13,9,69.2,2026-03-31,2026-04-30
84107,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,13,10,76.9,2026-03-31,2026-04-30
